|    cntr_01|	dist_x|	pang_x|	ra_01|	dec_01|	ra|	dec|	sigra|	sigdec|	sigradec|	w1mpro|	w1sigmpro|	w1snr|	w1rchi2|	w2mpro|	w2sigmpro|	w2snr|	w2rchi2|	w3mpro|	w3sigmpro|	w3snr|	w3rchi2|	w4mpro|	w4sigmpro|	w4snr|	w4rchi2|	cc_flags|	ext_flg|	var_flg|	ph_qual|	w1mag|	w1sigm|	w1flg|	w2mag|	w2sigm|	w2flg|	w3mag|	w3sigm|	w3flg|	w4mag|	w4sigm|	w4flg|	w1mag_1|	w1sigm_1|	w1flg_1|	w2mag_1|	w2sigm_1|	w2flg_1|	w3mag_1|	w3sigm_1|	w3flg_1|	w4mag_1|	w4sigm_1|	w4flg_1|	w1mag_2|	w1sigm_2|	w1flg_2|	w2mag_2|	w2sigm_2|	w2flg_2|	w3mag_2|	w3sigm_2|	w3flg_2|	w4mag_2|	w4sigm_2|	w4flg_2|	w1mag_3|	w1sigm_3|	w1flg_3|	w2mag_3|	w2sigm_3|	w2flg_3|	w3mag_3|	w3sigm_3|	w3flg_3|	w4mag_3|	w4sigm_3|	w4flg_3|	w1mag_4|	w1sigm_4|	w1flg_4|	w2mag_4|	w2sigm_4|	w2flg_4|	w3mag_4|	w3sigm_4|	w3flg_4|	w4mag_4|	w4sigm_4|	w4flg_4|	w1mag_5|	w1sigm_5|	w1flg_5|	w2mag_5|	w2sigm_5|	w2flg_5|	w3mag_5|	w3sigm_5|	w3flg_5|	w4mag_5|	w4sigm_5|	w4flg_5|	w1mag_6|	w1sigm_6|	w1flg_6|	w2mag_6|	w2sigm_6|	w2flg_6|	w3mag_6|	w3sigm_6|	w3flg_6|	w4mag_6|	w4sigm_6|	w4flg_6|	w1mag_7|	w1sigm_7|	w1flg_7|	w2mag_7|	w2sigm_7|	w2flg_7|	w3mag_7|	w3sigm_7|	w3flg_7|	w4mag_7|	w4sigm_7|	w4flg_7|	w1mag_8|	w1sigm_8|	w1flg_8|	w2mag_8|	w2sigm_8|	w2flg_8|	w3mag_8|	w3sigm_8|	w3flg_8|	w4mag_8|	w4sigm_8|	w4flg_8|	w1rsemi|	w1ba|	w1pa|	w1gmag|	w1gerr|	w1gflg|	w2rsemi|	w2ba|	w2pa|	w2gmag|	w2gerr|	w2gflg|	w3rsemi|	w3ba|	w3pa|	w3gmag|	w3gerr|	w3gflg|	w4rsemi|	w4ba|	w4pa|	w4gmag|	w4gerr|	w4gflg|
103	0.272097	150.645378	203.35875	-34.014722	-203.3587947	34.0147881	0.0501	0.0514	-0.0141	9.583	0.022	48.7	4.633	8.288	0.021	50.8	1.738	5.203	0.015	74.3	1.781	3.081	0.017	62.5	1.905	0	4	1110	AAAA	9.601	0.005	0	8.284	0.005	0	5.204	0.005	0	3.078	0.006	1	10.252	0.006	0	9.05	0.006	0	6.626	0.006	0	4.15	0.006	0	9.862	0.005	0	8.603	0.005	0	6.029	0.005	0	3.654	0.006	1	9.711	0.005	0	8.428	0.005	0	5.703	0.005	0	3.368	0.006	1	9.643	0.005	0	8.357	0.005	0	5.521	0.005	0	3.222	0.007	1	9.609	0.005	0	8.322	0.005	0	5.421	0.005	0	3.161	0.007	1	9.589	0.005	0	8.302	0.005	0	5.366	0.005	0	3.133	0.008	1	9.576	0.006	1	8.289	0.005	1	5.336	0.006	1	3.122	0.009	1	9.566	0.006	17	8.28	0.005	1	5.318	0.006	1	3.118	0.01	1	14.09	0.64	-85	9.721	0.005	0	14.09	0.64	-85	8.444	0.005	0	14.09	0.64	-85	5.711	0.005	0	21.08	0.82	-85	3.507	0.006	1
104	4.461955	38.644487	301.740417	-34.549444	-301.7413564	34.5484764	0.0593	0.0582	-0.0108	9.847	0.023	47.1	13.17	9.091	0.022	50.3	2.598	6.521	0.015	72.9	2.818	4.455	0.025	43.6	1.001	0	5	0	AAAA	9.877	0.006	0	9.097	0.006	0	6.532	0.006	0	4.419	0.013	1	10.577	0.006	0	9.883	0.006	0	7.989	0.007	0	5.51	0.014	1	10.138	0.006	0	9.416	0.006	0	7.357	0.006	0	4.995	0.013	1	9.943	0.006	1	9.22	0.006	1	7.004	0.006	0	4.697	0.013	1	9.838	0.006	1	9.128	0.006	1	6.799	0.006	1	4.539	0.014	1	9.768	0.006	1	9.073	0.006	1	6.678	0.006	1	4.465	0.016	1	9.712	0.006	1	9.034	0.006	1	6.605	0.006	1	4.428	0.018	1	9.667	0.006	1	9.004	0.006	1	6.558	0.006	1	4.409	0.021	1	9.634	0.006	1	8.982	0.006	1	6.527	0.007	1	4.393	0.024	1	20.63	0.68	50	9.743	0.006	1	20.63	0.68	50	9.062	0.006	1	20.63	0.68	50	6.672	0.006	1	24.58	0.77	50	4.722	0.013	1
105	0.501954	123.002251	44.089583	-32.185556	-44.0897215	32.1856315	0.0604	0.0579	-0.0052	10.687	0.022	50.3	18.889999	10.458	0.021	52.6	7.885	8.184	0.017	62.8	1.267	5.508	0.031	35.2	1.009	0	5	2910	AAAA	10.662	0.006	0	10.434	0.006	0	8.145	0.009	0	5.487	0.02	1	11.415	0.006	0	11.277	0.006	0	9.581	0.01	0	6.553	0.021	1	10.923	0.006	0	10.753	0.006	0	8.97	0.009	0	6.063	0.02	1	10.678	0.006	0	10.5	0.006	0	8.632	0.009	0	5.776	0.021	1	10.532	0.006	0	10.357	0.006	0	8.439	0.009	0	5.621	0.023	1	10.428	0.006	1	10.261	0.006	1	8.327	0.009	0	5.547	0.026	1	10.347	0.006	1	10.189	0.006	1	8.259	0.01	1	5.504	0.031	1	10.282	0.006	1	10.132	0.007	1	8.217	0.011	1	5.476	0.036	1	10.228	0.006	1	10.087	0.007	1	8.189	0.011	1	5.453	0.042	1	22.36	0.85	50	10.315	0.006	1	22.36	0.85	50	10.16	0.006	1	22.36	0.85	50	8.239	0.01	1	24.9	0.88	50	5.729	0.021	1
106	0.612643	19.144536	95.943333	-32.216667	-95.9433993	32.2165059	0.0267	0.0263	-0.0034	10.538	0.023	47.5	18.33	9.751	0.019	57	4.452	6.584	0.014	77.7	2.074	4.032	0.02	53.7	1.535	0	5	2330	AAAA	10.583	0.006	1	9.814	0.006	1	6.612	0.006	1	4.03	0.009	1	11.338	0.006	0	10.619	0.006	0	8.034	0.007	0	5.1	0.009	1	10.844	0.006	1	10.133	0.006	1	7.437	0.006	1	4.606	0.009	1	10.59	0.006	1	9.91	0.006	1	7.104	0.006	1	4.318	0.009	1	10.428	0.006	1	9.79	0.006	1	6.909	0.006	1	4.165	0.009	1	10.307	0.006	1	9.709	0.006	1	6.794	0.006	1	4.094	0.011	1	10.213	0.006	1	9.647	0.006	1	6.725	0.006	17	4.058	0.012	1	10.13	0.006	1	9.593	0.006	1	6.682	0.007	17	4.04	0.014	1	10.044	0.006	1	9.539	0.006	1	6.653	0.007	17	4.03	0.017	1	32.01	0.72	-45	9.986	0.006	1	32.01	0.72	-45	9.503	0.006	1	32.01	0.72	-45	6.635	0.007	17	34.26	0.76	-45	4.137	0.01	1
107	0.679078	121.016688	171.8475	-29.2575	-171.8476853	29.2575972	0.0574	0.0585	-0.008	10.883	0.026	42.1	51.5	10.543	0.021	52.4	21.57	6.502	0.016	69.6	3.782	3.86	0.024	46.1	1.148	0	5	5111	AAAA	10.771	0.006	0	10.442	0.007	0	6.497	0.007	0	3.826	0.009	1	11.634	0.007	0	11.354	0.007	0	7.949	0.008	0	4.904	0.009	0	11.032	0.006	0	10.761	0.007	0	7.322	0.007	0	4.402	0.009	1	10.692	0.006	0	10.439	0.006	0	6.963	0.007	0	4.11	0.009	1	10.475	0.006	0	10.241	0.006	0	6.744	0.007	0	3.958	0.009	1	10.327	0.006	0	10.107	0.006	0	6.611	0.007	0	3.888	0.011	1	10.221	0.006	0	10.012	0.006	0	6.531	0.007	0	3.853	0.012	1	10.143	0.006	1	9.941	0.007	1	6.481	0.007	1	3.838	0.014	17	10.086	0.006	1	9.89	0.007	1	6.451	0.008	1	3.83	0.016	17	38.65	0.45	-80	10.014	0.006	1	38.65	0.45	-80	9.83	0.007	1	38.65	0.45	-80	6.446	0.008	1	42.84	0.53	-80	3.951	0.01	1
108	0.394433	-14.189068	315.599167	-28.174722	-315.5991362	28.174616	0.0664	0.0659	-0.0113	11.845	0.024	45.1	25.52	11.307	0.022	49.9	6.623	8.069	0.019	57.9	1.632	5.49	0.037	29.2	1.005	hh00	5	2110	AAAA	11.729	0.006	0	11.226	0.008	0	8.037	0.013	0	5.45	0.03	1	12.546	0.007	0	12.086	0.009	0	9.483	0.015	0	6.525	0.032	1	11.99	0.006	0	11.545	0.008	0	8.862	0.013	0	6.026	0.03	1	11.692	0.006	0	11.276	0.008	0	8.518	0.012	0	5.739	0.03	1	11.509	0.006	1	11.123	0.008	1	8.315	0.012	0	5.585	0.034	1	11.386	0.006	1	11.025	0.008	1	8.194	0.013	1	5.52	0.04	17	11.293	0.006	1	10.953	0.009	1	8.121	0.014	1	5.503	0.047	17	11.213	0.006	1	10.891	0.009	1	8.075	0.015	1	5.501	0.056	17	11.137	0.006	1	10.83	0.01	1	8.041	0.017	1	5.485	0.065	17	21.3	0.47	35	11.437	0.006	1	21.3	0.47	35	11.083	0.008	1	21.3	0.47	35	8.342	0.013	1	28.18	0.63	35	5.752	0.031	1
109	0.309699	46.250284	41.19875	-24.513889	-41.1988183	24.5138294	0.0641	0.0611	0.009	11.01	0.022	48.6	18.959999	10.817	0.019	56.3	5.781	8.72	0.02	54.3	1.082	6.442	0.046	23.6	1.164	0	5	11	AAAA	10.975	0.006	0	10.781	0.006	0	8.669	0.013	0	6.413	0.048	17	11.731	0.006	0	11.629	0.007	0	10.105	0.016	0	7.485	0.052	16	11.236	0.006	0	11.1	0.006	0	9.494	0.013	0	6.989	0.048	17	10.991	0.006	0	10.843	0.006	0	9.156	0.013	0	6.685	0.048	17	10.851	0.006	0	10.702	0.006	0	8.962	0.013	0	6.497	0.052	17	10.763	0.006	0	10.614	0.006	0	8.847	0.014	0	6.38	0.057	17	10.703	0.006	0	10.553	0.006	0	8.777	0.015	0	6.3	0.064	17	10.658	0.006	0	10.508	0.007	0	8.733	0.016	0	6.247	0.072	17	10.624	0.006	1	10.471	0.007	1	8.703	0.018	1	6.199	0.081	17	18.34	0.71	-25	10.789	0.006	0	18.34	0.71	-25	10.643	0.006	0	18.34	0.71	-25	8.892	0.013	0	22.73	0.81	-25	6.765	0.048	17
110	0.131647	-111.196759	100.04875	-25.895278	-100.0487121	25.895291	0.051	0.0512	-0.0154	9.647	0.022	48.8	8.66	8.889	0.021	52.9	2.544	5.741	0.014	78.1	2.842	2.955	0.018	60.1	1.528	0	5	0	AAAA	9.665	0.006	0	8.915	0.006	0	5.775	0.006	0	2.954	0.007	1	10.369	0.006	0	9.706	0.006	0	7.197	0.006	0	4.021	0.007	1	9.926	0.006	0	9.234	0.006	0	6.6	0.006	0	3.53	0.007	1	9.725	0.006	0	9.033	0.006	0	6.267	0.006	0	3.243	0.007	1	9.619	0.006	0	8.938	0.006	0	6.076	0.006	0	3.094	0.007	1	9.553	0.006	0	8.885	0.006	0	5.966	0.006	0	3.03	0.008	1	9.507	0.006	1	8.85	0.006	1	5.903	0.006	1	3.001	0.009	1	9.471	0.006	1	8.823	0.006	1	5.866	0.006	1	2.99	0.01	1	9.44	0.006	1	8.802	0.006	1	5.842	0.006	1	2.984	0.012	1	24.86	0.63	20	9.497	0.006	1	24.86	0.63	20	8.845	0.006	1	24.86	0.63	20	5.907	0.006	1	28.42	0.71	20	3.19	0.007	1
111	0.270943	-56.404518	151.480833	-23.056944	-151.4807652	23.0569028	0.0541	0.0553	-0.0103	10.284	0.022	48.5	12.76	9.645	0.02	54.3	6.563	6.725	0.015	71.7	2.726	4.436	0.022	48.7	1.185	0	5	0	AAAA	10.272	0.006	0	9.658	0.006	0	6.748	0.007	0	4.424	0.015	1	10.998	0.006	0	10.464	0.006	0	8.189	0.007	0	5.5	0.016	0	10.533	0.006	0	9.977	0.006	0	7.573	0.007	0	5	0.015	1	10.319	0.006	0	9.766	0.006	0	7.231	0.007	0	4.712	0.016	1	10.207	0.006	0	9.666	0.006	0	7.034	0.007	0	4.567	0.018	1	10.141	0.006	0	9.611	0.006	0	6.923	0.007	0	4.509	0.021	1	10.099	0.006	0	9.578	0.006	0	6.862	0.007	0	4.488	0.025	1	10.068	0.006	0	9.555	0.006	0	6.828	0.008	0	4.486	0.031	1	10.045	0.006	1	9.538	0.007	1	6.808	0.008	0	4.494	0.037	1	17.76	0.83	-80	10.146	0.006	0	17.76	0.83	-80	9.617	0.006	0	17.76	0.83	-80	6.939	0.007	0	21.18	0.88	-80	4.808	0.015	1
112	0.170601	117.282538	189.7275	-27.307778	-189.7275474	27.3077995	0.0514	0.0534	-0.0127	10.059	0.022	48.4	25.940001	8.976	0.02	53.7	5.263	5.965	0.015	72.6	3.66	3.779	0.02	55.2	2.36	0	5	4210	AAAA	10.064	0.006	0	8.99	0.006	0	5.981	0.006	0	3.732	0.007	1	10.818	0.006	0	9.789	0.006	0	7.416	0.006	0	4.804	0.007	0	10.325	0.006	0	9.309	0.006	0	6.806	0.006	0	4.308	0.007	1	10.084	0.006	0	9.102	0.005	0	6.468	0.006	0	4.019	0.007	1	9.948	0.006	0	9.001	0.005	0	6.272	0.006	0	3.868	0.007	1	9.862	0.006	0	8.943	0.005	0	6.158	0.006	0	3.8	0.008	1	9.801	0.006	0	8.904	0.006	0	6.089	0.006	0	3.766	0.009	1	9.756	0.006	0	8.876	0.006	0	6.047	0.006	0	3.749	0.01	1	9.721	0.006	1	8.854	0.006	1	6.019	0.006	1	3.738	0.011	1	34.15	0.47	75	9.717	0.006	1	34.15	0.47	75	8.861	0.006	1	34.15	0.47	75	6.039	0.006	1	38.11	0.55	75	3.896	0.008	1
113	0.843137	-82.868071	202.807917	-25.402778	-202.8076594	25.4027487	0.0553	0.0552	-0.0099	10.622	0.022	48.7	16	10.16	0.02	53.1	4.803	6.895	0.015	71.3	1.783	4.372	0.023	46.5	0.95	0	5	9900	AAAA	10.622	0.006	0	10.156	0.006	0	6.901	0.006	0	4.35	0.013	17	11.36	0.006	0	10.969	0.006	0	8.335	0.007	0	5.413	0.013	17	10.883	0.006	0	10.475	0.006	0	7.726	0.006	0	4.926	0.013	17	10.657	0.006	0	10.252	0.006	0	7.392	0.006	0	4.646	0.013	17	10.53	0.006	0	10.136	0.006	0	7.2	0.006	0	4.503	0.015	17	10.45	0.006	0	10.067	0.006	0	7.093	0.007	0	4.443	0.018	17	10.393	0.006	1	10.019	0.006	1	7.033	0.007	1	4.418	0.021	17	10.35	0.006	1	9.983	0.006	1	7	0.007	1	4.41	0.025	17	10.317	0.006	1	9.954	0.006	1	6.982	0.007	1	4.408	0.03	17	13.59	0.59	40	10.701	0.006	0	13.59	0.59	40	10.3	0.006	0	13.59	0.59	40	7.474	0.006	0	19.2	0.77	40	4.913	0.013	17
114	0.728911	45.71788	203.665	-23.446667	-203.665158	23.4465253	0.0485	0.0508	-0.0111	11.042	0.022	49.4	19.6	10.304	0.019	56.5	4.909	6.332	0.013	83.1	3.639	3.587	0.017	62.7	1.029	0	5	7420	AAAA	11.053	0.006	1	10.316	0.006	1	6.393	0.006	1	3.563	0.008	1	11.822	0.006	0	11.139	0.006	0	7.841	0.006	0	4.637	0.009	1	11.314	0.006	1	10.635	0.006	1	7.218	0.006	1	4.139	0.008	1	11.051	0.006	1	10.393	0.006	1	6.867	0.006	1	3.851	0.008	1	10.875	0.006	1	10.246	0.006	1	6.657	0.006	1	3.703	0.009	1	10.736	0.006	1	10.134	0.006	1	6.528	0.006	1	3.641	0.01	17	10.632	0.006	1	10.047	0.006	1	6.447	0.006	1	3.613	0.012	17	10.562	0.006	1	9.987	0.006	1	6.395	0.006	1	3.602	0.014	17	10.519	0.006	1	9.948	0.007	1	6.361	0.006	1	3.598	0.016	17	21.8	0.49	85	10.718	0.006	1	21.8	0.49	85	10.13	0.006	1	21.8	0.49	85	6.616	0.006	1	27.89	0.64	85	3.864	0.009	1
115	0.220822	92.40859	214.843333	-26.644722	-214.8434019	26.6447248	0.0546	0.0553	-0.0111	10.214	0.022	49.4	13.61	9.535	0.02	53.2	4.712	6.885	0.015	74.7	3.101	4.917	0.025	44.1	1.304	0	5	9920	AAAA	10.204	0.006	0	9.536	0.006	0	6.847	0.007	0	4.783	0.014	1	10.936	0.006	0	10.343	0.006	0	8.31	0.008	0	5.91	0.015	0	10.465	0.006	0	9.855	0.006	0	7.672	0.007	0	5.359	0.014	1	10.224	0.006	0	9.629	0.006	0	7.296	0.007	0	5.027	0.014	1	10.068	0.006	0	9.504	0.006	0	7.058	0.007	0	4.84	0.015	1	9.953	0.006	0	9.418	0.006	0	6.899	0.007	0	4.733	0.017	1	9.862	0.006	0	9.353	0.006	0	6.784	0.007	0	4.664	0.019	1	9.791	0.006	1	9.302	0.006	1	6.697	0.007	1	4.621	0.022	1	9.735	0.006	1	9.26	0.006	1	6.627	0.007	1	4.592	0.026	1	29.61	0.91	-85	9.68	0.006	1	29.61	0.91	-85	9.218	0.006	1	29.61	0.91	-85	6.556	0.008	1	31.45	0.92	-85	4.785	0.016	1
116	0.333654	77.763028	338.7075	-25.676944	-338.7076005	25.6769248	0.0693	0.0688	0.0098	10.993	0.022	48.6	34	10.86	0.021	51.8	10.48	8.795	0.026	42.1	1.669	6.558	0.062	17.5	1.098	0	5	1111	AAAA	10.942	0.006	0	10.765	0.007	0	8.599	0.019	0	6.331	0.062	17	11.755	0.006	0	11.656	0.007	0	10.097	0.025	0	7.472	0.071	17	11.203	0.006	0	11.084	0.007	0	9.424	0.019	0	6.907	0.062	17	10.901	0.006	0	10.779	0.007	0	9.014	0.017	0	6.594	0.063	17	10.707	0.006	1	10.592	0.007	1	8.743	0.017	1	6.407	0.068	17	10.577	0.006	1	10.467	0.007	1	8.557	0.017	1	6.292	0.076	17	10.482	0.006	1	10.376	0.007	1	8.424	0.017	1	6.229	0.088	17	10.409	0.006	1	10.307	0.007	1	8.324	0.018	1	6.203	0.103	17	10.346	0.006	1	10.249	0.007	1	8.243	0.02	1	6.201	0.122	17	28.29	0.75	15	10.35	0.006	1	28.29	0.75	15	10.252	0.007	1	28.29	0.75	15	8.242	0.019	1	30.45	0.79	15	6.419	0.067	17
117	0.42509	159.129903	55.515417	-21.244167	-55.5154618	21.244277	0.0538	0.0547	-0.0105	8.911	0.023	46.9	8.229	8.234	0.022	49.9	9.134	5.991	0.014	75.5	2.547	4.169	0.02	53.6	1.514	hh00	5	4000	AAAA	8.917	0.005	1	8.273	0.005	1	6.021	0.006	1	4.095	0.009	1	9.631	0.006	1	9.067	0.006	1	7.475	0.006	1	5.188	0.01	1	9.178	0.005	1	8.592	0.005	1	6.846	0.006	1	4.671	0.009	1	8.952	0.005	1	8.376	0.005	1	6.486	0.006	1	4.37	0.01	1	8.807	0.005	1	8.258	0.005	1	6.272	0.006	1	4.206	0.01	1	8.697	0.005	1	8.176	0.005	1	6.142	0.006	1	4.112	0.011	1	8.604	0.005	1	8.108	0.005	1	6.061	0.006	1	4.046	0.013	1	8.512	0.005	1	8.039	0.005	1	6.006	0.006	1	4.004	0.015	1	8.397	0.005	17	7.938	0.005	1	5.956	0.006	1	3.979	0.017	1	66.71	0.45	-45	6.724	0.005	17	66.71	0.45	-45	6.077	0.005	17	66.71	0.45	-45	5.305	0.006	1	73.94	0.53	-45	3.964	0.021	1
118	0.39404	-121.13826	60.607083	-18.0475	-60.6069848	18.0475566	0.0544	0.0522	-0.0082	9.894	0.022	48.7	15.63	9.287	0.02	55.6	6.048	5.913	0.015	73.9	12.61	3.516	0.021	50.7	2.495	0	5	1140	AAAA	9.899	0.006	0	9.3	0.006	0	5.969	0.006	0	3.48	0.008	1	10.621	0.006	0	10.11	0.006	0	7.448	0.006	0	4.574	0.008	0	10.16	0.006	0	9.619	0.006	0	6.794	0.006	0	4.056	0.008	1	9.944	0.006	0	9.397	0.006	0	6.418	0.006	0	3.764	0.008	1	9.834	0.006	0	9.291	0.006	0	6.198	0.006	0	3.611	0.008	1	9.773	0.006	0	9.235	0.006	0	6.069	0.006	0	3.541	0.009	1	9.739	0.006	0	9.203	0.006	0	5.994	0.006	0	3.51	0.011	17	9.717	0.006	1	9.183	0.006	1	5.95	0.006	1	3.496	0.012	17	9.702	0.006	1	9.169	0.006	1	5.923	0.006	1	3.491	0.014	17	18.52	0.79	20	9.775	0.006	0	18.52	0.79	20	9.237	0.006	0	18.52	0.79	20	6.075	0.006	0	21.53	0.85	20	3.862	0.008	1
119	0.068697	27.742828	77.990833	-18.493889	-77.9908427	18.493872	0.0708	0.0685	-0.0085	11.426	0.024	45.8	12.7	10.973	0.023	47.9	3.546	8.53	0.022	50.4	1.827	6.401	0.056	19.5	0.857	0	5	110	AAAA	11.373	0.006	0	10.927	0.007	0	8.395	0.017	0	6.181	0.049	1	12.132	0.006	0	11.759	0.008	0	9.87	0.022	0	7.308	0.056	0	11.634	0.006	0	11.246	0.007	0	9.22	0.017	0	6.757	0.049	1	11.375	0.006	0	10.995	0.007	0	8.831	0.016	0	6.429	0.049	1	11.212	0.006	0	10.85	0.007	0	8.581	0.015	0	6.236	0.052	1	11.101	0.006	0	10.756	0.008	0	8.418	0.016	0	6.114	0.057	1	11.025	0.006	0	10.691	0.008	0	8.309	0.017	0	6.017	0.063	1	10.973	0.006	0	10.646	0.009	0	8.234	0.018	0	5.933	0.069	1	10.936	0.006	1	10.614	0.009	1	8.183	0.02	0	5.862	0.076	1	15.14	0.92	-80	11.179	0.006	0	15.14	0.92	-80	10.822	0.008	0	15.14	0.92	-80	8.532	0.015	0	18.52	0.95	-80	6.651	0.049	1
120	0.611555	-46.2057	81.61375	-21.286667	-81.6136184	21.2865491	0.0592	0.0586	-0.0055	11.222	0.024	46.2	19.07	10.549	0.021	50.7	4.595	7.443	0.016	68.3	1.744	4.63	0.028	38.8	1.207	0	5	0	AAAA	11.174	0.006	0	10.504	0.006	0	7.444	0.007	0	4.609	0.015	0	11.94	0.006	0	11.326	0.007	0	8.867	0.008	0	5.674	0.016	0	11.435	0.006	0	10.823	0.006	0	8.269	0.007	0	5.185	0.015	0	11.179	0.006	0	10.593	0.006	0	7.941	0.007	0	4.898	0.016	1	11.029	0.006	0	10.474	0.006	0	7.755	0.007	0	4.753	0.018	1	10.934	0.006	0	10.405	0.007	0	7.652	0.008	0	4.694	0.022	1	10.87	0.006	0	10.36	0.007	0	7.596	0.008	0	4.673	0.026	1	10.825	0.006	0	10.329	0.007	0	7.565	0.009	0	4.671	0.032	1	10.792	0.006	0	10.308	0.008	0	7.548	0.009	0	4.672	0.038	1	15.67	0.86	75	10.997	0.006	0	15.67	0.86	75	10.451	0.007	0	15.67	0.86	75	7.723	0.007	0	19.32	0.91	75	5.069	0.016	0
121	0.566679	-92.156154	143.681667	-21.927778	-143.6814971	21.9277837	0.0507	0.0523	-0.0135	9.726	0.023	47.8	33.959999	9.56	0.019	56.9	19.799999	6.199	0.014	75.9	9.612	3.524	0.02	54.6	2.85	hh00	5	9137	AAAA	9.757	0.006	0	9.6	0.006	0	6.253	0.006	0	3.51	0.007	1	10.542	0.006	0	10.474	0.006	0	7.709	0.006	0	4.586	0.007	0	10.018	0.006	0	9.919	0.006	0	7.078	0.006	0	4.086	0.007	1	9.759	0.005	0	9.644	0.006	0	6.727	0.006	0	3.802	0.007	17	9.619	0.005	0	9.498	0.006	0	6.527	0.006	0	3.654	0.007	17	9.535	0.005	0	9.413	0.006	0	6.411	0.006	0	3.584	0.008	17	9.48	0.005	0	9.358	0.006	0	6.346	0.006	0	3.543	0.009	17	9.442	0.005	1	9.322	0.006	1	6.308	0.006	1	3.51	0.01	17	9.413	0.006	1	9.295	0.006	1	6.285	0.006	1	3.472	0.011	17	26.8	0.63	-10	9.445	0.005	1	26.8	0.63	-10	9.326	0.006	1	26.8	0.63	-10	6.329	0.006	1	30	0.7	-10	3.723	0.007	17
122	0.366022	51.590807	209.152917	-19.529167	-209.1530012	19.5291035	0.0607	0.0593	-0.012	11.045	0.022	49.7	18.459999	10.426	0.022	50.4	4.973	7.409	0.016	66.2	4.184	5.106	0.03	36.2	1.041	0	5	2010	AAAA	11.095	0.006	0	10.441	0.006	0	7.388	0.01	0	5.045	0.023	1	11.823	0.006	0	11.247	0.007	0	8.845	0.012	0	6.122	0.024	1	11.356	0.006	0	10.76	0.006	0	8.213	0.01	0	5.621	0.023	1	11.139	0.006	0	10.544	0.006	0	7.855	0.01	0	5.334	0.024	1	11.025	0.006	1	10.439	0.007	1	7.648	0.01	1	5.183	0.027	1	10.958	0.006	1	10.379	0.007	1	7.527	0.01	1	5.111	0.032	1	10.915	0.006	1	10.34	0.007	1	7.458	0.011	1	5.076	0.038	1	10.886	0.006	1	10.311	0.007	1	7.417	0.012	1	5.06	0.046	1	10.863	0.006	1	10.29	0.008	1	7.393	0.013	1	5.047	0.054	1	22.11	0.35	30	11.047	0.006	1	22.11	0.35	30	10.492	0.006	1	22.11	0.35	30	7.774	0.01	1	30.72	0.52	30	5.388	0.025	1
123	0.475438	-140.496361	129.628333	-35.9925	-129.6282295	35.9926019	0.0493	0.0515	-0.0077	9.706	0.022	48.9	4.224	8.706	0.02	53.6	2.179	5.519	0.014	77.9	1.895	2.986	0.018	60.7	1.406	0	5	101	AAAA	9.706	0.006	0	8.694	0.006	0	5.537	0.006	0	2.981	0.006	1	10.379	0.006	0	9.46	0.006	0	6.964	0.006	0	4.052	0.006	1	9.967	0.006	0	9.013	0.006	0	6.362	0.006	0	3.557	0.006	1	9.792	0.006	0	8.833	0.006	0	6.027	0.006	0	3.268	0.006	1	9.703	0.006	0	8.755	0.006	0	5.833	0.006	0	3.119	0.006	1	9.649	0.006	0	8.714	0.006	0	5.723	0.006	0	3.057	0.007	1	9.614	0.006	1	8.689	0.006	1	5.661	0.006	1	3.029	0.007	17	9.589	0.006	1	8.673	0.006	1	5.626	0.006	1	3.019	0.008	17	9.57	0.006	1	8.661	0.006	1	5.606	0.006	1	3.016	0.009	17	18.62	0.77	30	9.652	0.006	0	18.62	0.77	30	8.718	0.006	0	18.62	0.77	30	5.735	0.006	0	21.65	0.83	30	3.375	0.006	1
124	0.533972	-168.558151	125.754583	-4.934722	125.7545538	-4.9348676	0.0557	0.0551	-0.0071	10.488	0.023	47.9	8.646	9.512	0.019	56.5	1.85	6.654	0.015	73.5	2.704	4.766	0.025	43.4	0.9335	0	5	0	AAAA	10.536	0.006	0	9.536	0.006	0	6.692	0.007	0	4.763	0.018	1	11.233	0.006	0	10.318	0.006	0	8.115	0.008	0	5.826	0.018	1	10.797	0.006	0	9.855	0.006	0	7.517	0.007	0	5.339	0.018	1	10.605	0.006	1	9.665	0.006	1	7.19	0.007	0	5.059	0.018	1	10.505	0.006	1	9.581	0.006	1	7.006	0.007	1	4.909	0.021	1	10.443	0.006	1	9.535	0.006	1	6.905	0.007	1	4.842	0.025	1	10.397	0.006	1	9.505	0.006	1	6.851	0.008	1	4.806	0.029	1	10.359	0.006	1	9.482	0.006	1	6.822	0.008	1	4.778	0.035	1	10.327	0.006	1	9.462	0.006	1	6.806	0.009	1	4.755	0.041	1	14.53	0.62	25	10.59	0.006	0	14.53	0.62	25	9.66	0.006	0	14.53	0.62	25	7.176	0.007	0	20.53	0.8	25	5.234	0.018	1
